"","Reporting.Year","Reporting.Quarter","Reporting.Organization","Certified.Type","County","Certified.Capacity","Operational.Capacity","Beginning.Census","End.Census","Male.Census","Female.Census"
"1380",2018,2,"Mohegan Park","F","Westchester",150,150,133,131,91,40
"1381",2018,2,"Morgan Estates","F","Livingston",78,78,63,64,12,52
"1382",2018,2,"Morningside Manor","F","Dutchess",20,18,12,12,11,1
"1383",2018,2,"Mountain Valley Manor","F","Ulster",53,53,47,46,13,33
"1384",2018,2,"Mount Alverno Center","E","Orange",85,85,42,43,10,33
"1385",2018,2,"Mount View Assisted Living","F","Niagara",150,150,137,141,42,99
"1386",2018,2,"New Broadview Home For Adults","F","Richmond",200,200,179,188,101,87
"1387",2018,2,"New Brookhaven Town House for Adults","F","Suffolk",182,182,185,177,117,60
"1388",2018,2,"New Fordham Arms Assisted Living","F","Bronx",35,35,31,31,22,9
"1389",2018,2,"New Glorias Manor Home for Adults","F","Queens",172,172,158,162,120,42
"1390",2018,2,"New Haven Manor","F","Queens",123,123,117,117,43,74
"1391",2018,2,"New Homestead Home for Adults, Inc.","F","Queens",163,163,95,101,36,65
"1392",2018,2,"New Monsey Park Home","F","Rockland",263,263,210,195,139,56
"1393",2018,2,"New Rochelle Home for Adults","F","Westchester",250,248,214,200,144,56
"1394",2018,2,"New South Shore Manor","F","Kings",74,74,72,73,44,29
"1395",2018,2,"New Sunnyside Adult Home","F","Onondaga",20,20,15,16,4,12
"1396",2018,2,"New Windsor Country Inn","F","Orange",86,82,55,52,13,39
"1397",2018,2,"North Brook Heights Home for Adults","F","Cayuga",178,178,104,101,39,62
"1398",2018,2,"Norwegian Christian Home and Health Care Center","E","Kings",88,88,76,83,22,61
"1399",2018,2,"NY Found-Sr Citizens EHP#2 Brown Gardens","S","New York",47,47,45,47,14,33
"1400",2018,2,"NY Found-Sr Citizens EHP#3","S","New York",32,32,29,30,12,18
"1401",2018,2,"NY Found-Sr Citizens EHP#4 Ridge Street Gardens","S","New York",47,46,45,46,15,31
"1402",2018,2,"NY Found-Sr Citizens EHP#5 Clinton Gardens","S","New York",47,47,47,46,17,29
"1403",2018,2,"Oakwood Senior Living","F","Erie",158,158,102,106,54,52
"1404",2018,2,"Oceanview Manor Home for Adults","F","Kings",176,176,165,166,116,50
"1405",2018,2,"Old Peoples Russian Orthodox Convent","E","Rockland",76,65,23,23,1,22
"1406",2018,2,"Olsen Rest","F","Suffolk",40,40,36,30,7,23
"1407",2018,2,"Orchard Grove Residences","E","Chautauqua",36,36,32,33,1,32
"1408",2018,2,"Orchard Heights","F","Erie",200,200,148,142,44,98
"1409",2018,2,"Oyster Bay Manor","F","Nassau",72,72,45,49,16,33
"1410",2018,2,"Palisade Gardens","F","Westchester",106,106,102,103,66,37
"1411",2018,2,"Park Creek Senior Living Community","F","Erie",94,94,82,78,18,60
"1412",2018,2,"Park Inn Home","F","Queens",181,181,176,178,119,59
"1413",2018,2,"Park Terrace at Radisson","F","Onondaga",65,65,53,51,6,45
"1414",2018,2,"Parkview Home for Adults","F","Bronx",134,134,121,115,84,31
"1415",2018,2,"Parkwood Heights Senior Living Community","S","Wayne",49,49,35,37,14,23
"1416",2018,2,"Pearl Garden Manor","F","Suffolk",26,25,25,25,18,7
"1417",2018,2,"Peregrine Senior Living at Colonie","F","Albany",68,68,39,37,11,26
"1418",2018,2,"Peregrine Senior Living at Onondaga Hill","F","Onondaga",68,68,21,42,15,27
"1419",2018,2,"Peregrines Landing at Orchard Park","F","Erie",52,52,49,50,13,37
"1420",2018,2,"Peregrine?s Landing Senior Community","S","Erie",112,99,95,97,28,69
"1421",2018,2,"Pinecrest Home For Adults","E","Steuben",17,17,16,17,8,9
"1422",2018,2,"Pine Harbour","S","Clinton",66,66,50,53,17,36
"1423",2018,2,"Pineview Commons H.F.A.","F","Fulton",94,86,80,75,19,56
"1424",2018,2,"Plattduetsche Home Society","S","Nassau",90,90,57,57,14,43
"1425",2018,2,"Plattduetsche Home Society","E","Nassau",91,91,73,68,12,56
"1426",2018,2,"Pleasant Gardens Home for Adults","E","Suffolk",26,26,25,25,14,11
"1427",2018,2,"Pounder Hall EHP","S","Oneida",17,17,12,11,3,8
"1428",2018,2,"Presbyterian Residential Community","E","Oneida",96,96,88,87,20,67
"1429",2018,2,"Promenade at Blue Hill","F","Rockland",61,53,43,44,10,34
"1430",2018,2,"Promenade at Chestnut Ridge","F","Rockland",198,118,83,93,24,69
"1431",2018,2,"Promenade at Middletown","F","Orange",163,163,132,143,39,104
"1432",2018,2,"Promenade at Tuxedo Place","F","Orange",89,89,57,49,10,39
"1433",2018,2,"Quail Summit","S","Ontario",55,55,46,47,9,38
"1434",2018,2,"Queens Adult Care Center","F","Queens",352,352,344,343,243,100
"1435",2018,2,"Rainier Grove at Cherry Ridge","F","Monroe",87,87,61,63,18,45
"1436",2018,2,"Randolph Manor","F","Cattaraugus",50,45,36,34,11,23
"1437",2018,2,"Restmour Home for Adults","F","Cayuga",24,24,20,20,4,16
"1438",2018,2,"RiverSpring Assisted Living","E","Bronx",35,35,32,32,13,19
"1439",2018,2,"River View Gardens NY Foundation EHP #8","S","Queens",46,46,44,46,15,31
"1440",2018,2,"Robynwood Home for Adults","F","Otsego",49,42,38,37,14,23
"1441",2018,2,"Rochester Presbyterian Home","E","Monroe",102,102,96,88,21,67
"1442",2018,2,"Rodden Home","F","Suffolk",23,23,22,22,16,6
"1443",2018,2,"Rosewood on the Sound","F","Nassau",50,50,41,43,15,28
"1444",2018,2,"RPH East","E","Monroe",64,64,45,45,5,40
"1445",2018,2,"RPH-West","E","Monroe",52,52,44,44,8,36
"1446",2018,2,"Sachem Adult Home","F","Suffolk",46,46,37,37,23,14
"1447",2018,2,"Sage Harbor Baywinde","F","Monroe",112,112,60,67,12,55
"1448",2018,2,"Samaritan Summit Village","E","Jefferson",120,120,105,111,34,77
"1449",2018,2,"Samuel F. Vilas Home","E","Clinton",44,44,26,32,15,17
"1450",2018,2,"Sanford Home","F","Queens",200,200,193,194,105,89
"1451",2018,2,"Sarah Jane Sanford Home","E","Montgomery",40,40,38,35,0,35
"1452",2018,2,"Seabury Woods","S","Monroe",85,85,66,78,17,61
"1453",2018,2,"Seaview Manor, LLC","F","Queens",118,118,112,115,73,42
"1454",2018,2,"Sedgwick Heights","E","Onondaga",154,154,146,148,54,94
"1455",2018,2,"Seneca Lake Terrace Assisted Living Center","F","Ontario",66,66,64,57,18,39
"1456",2018,2,"SeniorFirst Assisted Living at Valley Manor","S","Monroe",13,13,8,7,1,6
"1457",2018,2,"Shire Senior Living Assisted Living Program","F","Monroe",200,200,176,171,105,66
"1458",2018,2,"Signature Senior Living","F","Kings",199,199,82,84,37,47
"1459",2018,2,"Somerset Gardens","S","Nassau",160,155,138,135,42,93
"1460",2018,2,"South Bay Adult Home","F","Suffolk",39,39,31,31,19,12
"1461",2018,2,"Southern Tier Meadows","E","Chautauqua",24,24,23,23,12,11
"1462",2018,2,"Spring Valley Rest Home","F","Rockland",32,32,32,31,23,8
"1463",2018,2,"St. Columbans on the Lake","E","Chautauqua",57,57,48,46,12,34
"1464",2018,2,"St. Francis Commons","E","Oswego",60,60,57,58,10,48
"1465",2018,2,"St. Josephs Home","E","Rockland",31,31,30,31,6,25
"1466",2018,2,"St. Louise Manor","E","Broome",52,52,49,50,8,42
"1467",2018,2,"St. Marks Terrace EHP #1","S","Yates",27,27,15,16,6,10
"1468",2018,2,"St. Marks Terrace EHP #2","S","Yates",22,22,4,4,1,3
"1469",2018,2,"St. Marys Manor","S","Nassau",28,28,25,24,9,15
"1470",2018,2,"St. Michaels Home","E","Westchester",60,60,45,48,14,34
"1471",2018,2,"St. Nicholas Home","E","Kings",75,70,59,58,20,38
"1472",2018,2,"St. Vincent de Paul Assisted Living Program","E","Bronx",59,59,53,54,27,27
"1473",2018,2,"St. Zitas Villa","E","Rockland",35,35,19,18,0,18
"1474",2018,2,"Sues Rest","F","Steuben",14,14,14,14,5,9
"1475",2018,2,"Sunnydale Home","F","Westchester",17,17,16,14,6,8
"1476",2018,2,"Sunrise at Mill Basin","S","Kings",142,142,115,118,28,90
"1477",2018,2,"Sunrise at Sheepshead Bay","S","Kings",189,189,124,135,43,92
"1478",2018,2,"Sunrise of Crestwood","F","Westchester",116,116,84,95,25,70
"1479",2018,2,"Sunrise of Dix Hills","F","Suffolk",114,114,81,90,26,64
"1480",2018,2,"Sunrise of East Meadow","F","Nassau",107,107,95,104,28,76
"1481",2018,2,"Sunrise of East Setauket","F","Suffolk",109,109,86,92,24,68
"1482",2018,2,"Sunrise of Fleetwood","F","Westchester",136,136,89,93,32,61
"1483",2018,2,"Sunrise of Glen Cove","F","Nassau",111,111,90,95,34,61
"1484",2018,2,"Sunrise of Holbrook","F","Suffolk",109,109,88,87,25,62
"1485",2018,2,"Sunrise of New City","F","Rockland",120,120,81,76,22,54
"1486",2018,2,"Sunrise of North Lynbrook","F","Nassau",138,138,93,93,23,70
"1487",2018,2,"Sunrise of Plainview","F","Nassau",65,65,62,61,16,45
"1488",2018,2,"Sunrise of Smithtown","F","Suffolk",104,104,82,83,23,60
"1489",2018,2,"Sunrise of Staten Island","S","Richmond",121,121,98,97,32,65
"1490",2018,2,"Sunrise of West Babylon","F","Suffolk",110,110,98,102,20,82
"1491",2018,2,"Surfside Manor Home for Adults, LLC","F","Queens",200,200,198,199,121,78
"1492",2018,2,"Sutton Gardens, LLC","F","Queens",47,47,38,40,20,20
"1493",2018,2,"Symphony Manor at Lancaster","F","Erie",117,117,69,73,34,39
"1494",2018,2,"Tanglewood Manor, Inc","F","Chautauqua",158,147,136,136,47,89
"1495",2018,2,"Tappan Zee Manor","F","Rockland",150,100,88,89,36,53
"1496",2018,2,"Tennyson Court","F","Erie",93,93,73,81,16,65
"1497",2018,2,"Terrace at Beverwyck","S","Albany",48,48,39,39,11,28
"1498",2018,2,"The 80th Street Residence","F","New York",70,70,58,60,20,40
"1499",2018,2,"The Ambassador at Scarsdale","S","Westchester",138,138,132,131,46,85
"1500",2018,2,"The Amberleigh","S","Erie",76,76,68,64,8,56
"1501",2018,2,"The Amsterdam at Harborside","S","Nassau",55,55,28,30,9,21
"1502",2018,2,"The Arbors at Bohemia","F","Suffolk",200,150,131,123,36,87
"1503",2018,2,"The Arbors at Hauppauge","F","Suffolk",200,143,127,127,47,80
"1504",2018,2,"The Arbors at Islandia East","F","Suffolk",200,155,121,119,33,86
"1505",2018,2,"The Arbors at Islandia West","F","Suffolk",200,166,96,101,28,73
"1506",2018,2,"The Arbors at Westbury","F","Nassau",200,116,114,121,52,69
"1507",2018,2,"The Athenaeum of Skaneateles","F","Onondaga",16,16,14,14,0,14
"1508",2018,2,"The Avalon Assisted Living and Wellness Center","F","Dutchess",76,76,71,67,27,40
"1509",2018,2,"The Belvedere","F","Kings",200,200,92,81,35,46
"1510",2018,2,"The Bixby Home","F","Seneca",24,24,19,19,12,7
"1511",2018,2,"The Brielle at Seaview","E","Richmond",188,188,89,93,35,58
"1512",2018,2,"The Bristal at Armonk","S","Westchester",171,171,123,129,32,97
"1513",2018,2,"The Bristal at East Meadow","S","Nassau",151,151,106,109,29,80
"1514",2018,2,"The Bristal at East Northport","S","Suffolk",166,166,143,141,37,104
"1515",2018,2,"The Bristal at Holtsville","S","Suffolk",166,166,92,95,22,73
"1516",2018,2,"The Bristal at Lake Grove","S","Suffolk",155,155,134,128,32,96
"1517",2018,2,"The Bristal at Lake Success","F","Nassau",110,110,59,73,17,56
"1518",2018,2,"The Bristal at Lynbrook","F","Nassau",200,200,145,139,30,109
"1519",2018,2,"The Bristal at Massapequa","S","Nassau",86,86,74,73,23,50
"1520",2018,2,"The Bristal at Massapequa","F","Nassau",84,84,78,74,15,59
"1521",2018,2,"The Bristal at North Hills","F","Nassau",60,60,46,44,9,35
"1522",2018,2,"The Bristal at North Hills","S","Nassau",140,140,116,113,23,90
"1523",2018,2,"The Bristal at North Woodmere","S","Nassau",155,155,106,110,28,82
"1524",2018,2,"The Bristal at Sayville","F","Suffolk",155,155,124,122,22,100
"1525",2018,2,"The Bristal at West Babylon","S","Suffolk",187,187,51,57,18,39
"1526",2018,2,"The Bristal at Westbury","S","Nassau",180,180,142,137,38,99
"1527",2018,2,"The Bristal at White Plains","S","Westchester",190,190,140,152,38,114
"1528",2018,2,"The Cambridge","F","Washington",40,40,29,30,8,22
"1529",2018,2,"The Clark Manor House","E","Ontario",17,16,13,14,2,12
"1530",2018,2,"The Cloisters","F","Wyoming",48,48,37,39,8,31
"1531",2018,2,"The Country House in Westchester","F","Westchester",100,100,53,65,17,48
"1532",2018,2,"The Courtyards LLC","F","Erie",133,133,115,113,58,55
"1533",2018,2,"The Eliot at Catskill","F","Greene",99,99,77,76,32,44
"1534",2018,2,"The Eliot at Erie Station ALP","F","Orange",96,96,91,91,52,39
"1535",2018,2,"The Farrar Home","E","Franklin",30,30,29,28,8,20
"1536",2018,2,"The Fountains at RiverVue","F","Westchester",141,141,122,116,32,84
"1537",2018,2,"The Gardens by Morningstar","F","Oswego",106,106,91,95,34,61
"1538",2018,2,"The Glen at Maple Pointe","F","Nassau",60,60,57,59,15,44
"1539",2018,2,"The Glen at Maple Pointe","S","Nassau",83,83,83,83,20,63
"1540",2018,2,"The Hamlet at Park Ridge","S","Monroe",67,62,48,47,5,42
"1541",2018,2,"The Hawthorne","S","Monroe",42,42,23,27,6,21
"1542",2018,2,"The Hearth at Castle Gardens","S","Broome",106,106,78,72,21,51
"1543",2018,2,"The Hearth at Greenpoint Senior Living","S","Onondaga",139,139,130,133,43,90
"1544",2018,2,"The Hearth on James","S","Onondaga",60,60,41,42,17,25
"1545",2018,2,"The Inn at Menorah Park","E","Onondaga",61,61,47,52,15,37
"1546",2018,2,"The Inn at Millbrook","F","Dutchess",40,40,32,38,6,32
"1547",2018,2,"The Kensington","F","Westchester",130,130,112,114,39,75
"1548",2018,2,"The Knolls","S","Westchester",10,10,7,5,2,3
"1549",2018,2,"The Lake Shore Assisted Living Residence","F","Suffolk",200,200,112,113,44,69
"1550",2018,2,"The Landing at Brighton","S","Monroe",121,121,74,73,13,60
"1551",2018,2,"The Landing of Poughkeepsie","S","Dutchess",121,121,72,85,12,73
"1552",2018,2,"The Lodge at Ives Hill","S","Jefferson",24,24,12,14,3,11
"1553",2018,2,"The Manor House","S","Genesee",60,60,41,36,9,27
"1554",2018,2,"The Mansion at South Union","F","Washington",34,34,31,33,12,21
"1555",2018,2,"The McClelland Home for Adults","F","Dutchess",70,68,47,41,21,20
"1556",2018,2,"The Meadows","S","Erie",48,48,0,0,0,0
"1557",2018,2,"The New Falls","F","Schuyler",111,105,79,82,23,59
"1558",2018,2,"The New Golden Acres SP LLC","F","Rockland",79,79,75,77,56,21
"1559",2018,2,"The New Jewish Home University Avenue Assisted Living","S","Bronx",72,72,68,68,27,41
"1560",2018,2,"The New Swan Lake Adult Home LLC","F","Sullivan",27,27,24,24,20,4
"1561",2018,2,"The New Village View SP LLC","F","Ulster",46,46,43,43,20,23
"1562",2018,2,"The Northfield","S","Monroe",79,79,70,65,13,52
"1563",2018,2,"The Osborn","S","Westchester",103,103,86,89,18,71
"1564",2018,2,"The Pavilion at Pine Valley","F","Rockland",56,56,53,53,19,34
"1565",2018,2,"The Pavilion at Robinson Terrace","F","Delaware",60,60,54,56,12,44
"1566",2018,2,"The Pavilion at Vestal","F","Broome",40,40,33,37,10,27
"1567",2018,2,"The Pines at Heartwood","F","Rensselaer",86,86,73,79,27,52
"1568",2018,2,"The Plaza at Clover Lake","F","Putnam",175,155,132,121,30,91
"1569",2018,2,"The Regency at Glen Cove","E","Nassau",105,105,91,83,25,58
"1570",2018,2,"The Sentinel at Amsterdam, LLC","F","Montgomery",150,150,26,46,11,35
"1571",2018,2,"The Shores at Peconic Landing Assisted Living Residence, Inc.","S","Suffolk",47,47,36,40,11,29
"1572",2018,2,"The Springvale Inn","S","Westchester",125,125,90,88,27,61
"1573",2018,2,"The Terrace at Glen Eddy","S","Schenectady",53,42,39,39,6,33
"1574",2018,2,"The Terrace at Newark","F","Wayne",71,71,59,64,12,52
"1575",2018,2,"The Terrace at The Eddy Memorial","S","Rensselaer",69,67,56,54,13,41
"1576",2018,2,"The Terrace at the Glen","S","Warren",52,52,40,41,16,25
"1577",2018,2,"The Terrace at Woodland","F","Oneida",60,60,56,56,14,42
"1578",2018,2,"The Terraces at Brookmeade","S","Dutchess",29,29,20,28,9,19
"1579",2018,2,"The Villa at Westhampton","F","Suffolk",100,100,26,30,8,22
"1580",2018,2,"The Village at Mill Landing","S","Monroe",150,150,61,63,13,50
"1581",2018,2,"The Vincent Bove Center at Jefferson Ferry","S","Suffolk",87,87,57,59,15,44
"1582",2018,2,"The W Assisted Living at Riverdale","F","Bronx",256,256,185,191,132,59
"1583",2018,2,"The Waterford on the Bay","F","Kings",200,200,168,175,74,101
"1584",2018,2,"The Willows","F","Orleans",24,24,12,14,0,14
"1585",2018,2,"The Womens Christian Association","E","Chautauqua",37,37,33,29,0,29
"1586",2018,2,"The W Senior Living at Goshen","F","Orange",120,120,49,46,14,32
"1587",2018,2,"Troy Adult Home","F","Rensselaer",33,33,28,26,20,6
"1588",2018,2,"Underwood Manor","F","Cattaraugus",32,32,32,31,10,21
"1589",2018,2,"Updykes Willow Ridge Quality Care Facility","F","Steuben",40,40,36,38,10,28
"1590",2018,2,"Valehaven Home for Adults","F","Clinton",40,40,36,36,15,21
"1591",2018,2,"Valley Residential Services, Inc","S","Herkimer",48,48,46,44,9,35
"1592",2018,2,"Valley Vista Adult Home and Assisted Living Program","F","Ulster",89,89,78,81,25,56
"1593",2018,2,"Vassar-Warner Home","E","Dutchess",58,58,34,33,6,27
"1594",2018,2,"Village Care at 46 and Ten","S","New York",89,89,74,80,31,49
"1595",2018,2,"Village Walk A Carlisle Assisted Living Community","F","Suffolk",146,146,32,52,14,38
"1596",2018,2,"Walden Place","F","Cortland",86,86,64,64,20,44
"1597",2018,2,"Wavecrest Home for Adults","F","Queens",120,120,107,103,68,35
"1598",2018,2,"Westchester Center for Independent and Assisted Living","F","Westchester",195,195,194,195,86,109
"1599",2018,2,"Westminster Manor","E","Cayuga",37,37,29,24,4,20
"1600",2018,2,"West Seventy-Fourth Street Home","E","New York",95,95,78,89,42,47
"1601",2018,2,"West Side Federation For Sr. and Supportive Housing","E","New York",99,94,72,75,55,20
"1602",2018,2,"Westwood Commons Adult Home","E","Monroe",120,115,72,68,13,55
"1603",2018,2,"Wheatfield Commons","E","Niagara",114,114,45,63,20,43
"1604",2018,2,"White Plains Guest Home for Adults","E","Westchester",15,15,15,14,12,2
"1605",2018,2,"Whittier Place","E","Columbia",80,80,72,74,14,60
"1606",2018,2,"Willing Helpers Home for Women","E","Fulton",20,20,17,16,0,16
"1607",2018,2,"Willow Gardens","F","Westchester",51,51,43,44,15,29
"1608",2018,2,"Willow Towers EHP","S","Westchester",150,150,133,132,41,91
"1609",2018,2,"Wolk Manor Enriched Living Center","S","Monroe",85,85,75,80,22,58
"1610",2018,2,"Woodbrook","E","Chemung",80,74,65,66,18,48
"1611",2018,2,"Woodcrest Commons","E","Monroe",120,120,85,87,35,52
"1612",2018,2,"Woodhaven Home for Adults","F","Suffolk",181,181,159,169,68,101
"1613",2018,2,"Woodland Pond at New Paltz","S","Ulster",60,60,57,55,9,46
"1614",2018,2,"Woodlawn Commons","S","Saratoga",42,40,37,39,8,31
"1615",2018,2,"Woodside Hall, LLC","F","Otsego",37,28,17,17,6,11
"1616",2018,2,"Woodview Court","F","Westchester",50,25,23,24,6,18
"1617",2018,1,"Absolut at Orchard Brooke, LLC","F","Erie",80,80,77,77,22,55
"1618",2018,1,"Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP","F","Warren",60,60,45,39,17,22
"1619",2018,1,"Adirondack Manor HFA D.B.A Montcalm Manor HFA","F","Essex",40,40,40,38,23,15
"1620",2018,1,"Adirondack Manor HFA D.B.A Scotia Mansion","F","Schenectady",49,49,43,37,18,19
"1621",2018,1,"Adirondack Manor HFA D.B.A. Willow Park HFA","F","Oneida",60,60,55,55,33,22
"1622",2018,1,"Adirondack Manor Home for Adults","F","Oneida",40,40,37,38,23,15
"1623",2018,1,"Ahana House","E","Saratoga",17,17,12,12,8,4
"1624",2018,1,"Alice Hyde Assisted Living Program","E","Franklin",30,30,29,28,6,22
"1625",2018,1,"Alma Rangel Gardens NY Foundation EHP#7","S","New York",42,41,42,41,18,23
"1626",2018,1,"Alpine Manor","F","Livingston",41,36,25,24,6,18
"1627",2018,1,"Amber Court of Brooklyn","F","Kings",224,216,214,214,139,75
"1628",2018,1,"Amber Court of Pelham Gardens","F","Bronx",200,200,197,200,99,101
"1629",2018,1,"Amber Court of Smithtown","F","Suffolk",186,186,0,59,10,49
"1630",2018,1,"Amber Court of Westbury","F","Nassau",64,64,51,49,11,38
"1631",2018,1,"Amber Court of Westbury","F","Nassau",225,225,178,177,34,143
"1632",2018,1,"Apple Gate Adult Home","F","Orleans",28,28,14,15,6,9
"1633",2018,1,"Arcadia Residence","F","Sullivan",114,114,55,62,40,22
"1634",2018,1,"Argyle Center For Independent Living","F","Washington",35,35,32,33,13,20
"1635",2018,1,"Arkell Hall","E","Montgomery",24,24,20,19,0,19
"1636",2018,1,"Ashton Place","S","Ontario",60,60,32,29,9,20
"1637",2018,1,"Assisted Living at Jennings Hall","S","Kings",40,22,21,21,9,12
"1638",2018,1,"Assisted Living at Northern Riverview","E","Rockland",105,105,102,102,37,65
"1639",2018,1,"Atria Bay Shore","S","Suffolk",116,94,71,72,11,61
"1640",2018,1,"Atria Briarcliff Manor","F","Westchester",200,200,88,78,14,64
"1641",2018,1,"Atria Crossgate","S","Albany",83,83,61,58,23,35
"1642",2018,1,"Atria Cutter Mill","S","Nassau",130,130,82,83,19,64
"1643",2018,1,"Atria Delmar Place","S","Albany",106,106,91,86,21,65
"1644",2018,1,"Atria East Northport","F","Suffolk",200,200,152,149,46,103
"1645",2018,1,"Atria Forest Hills","S","Queens",90,90,79,82,26,56
"1646",2018,1,"Atria Glen Cove","S","Nassau",128,128,78,68,22,46
"1647",2018,1,"Atria Greece","F","Monroe",79,79,68,65,10,55
"1648",2018,1,"Atria Guilderland","F","Albany",120,120,74,68,22,46
"1649",2018,1,"Atria Huntington","F","Suffolk",198,122,86,85,18,67
"1650",2018,1,"Atria Kew Gardens","S","Queens",175,175,120,127,42,85
"1651",2018,1,"Atria Lynbrook","F","Nassau",200,200,101,102,34,68
"1652",2018,1,"Atria on the Hudson","S","Westchester",185,185,128,129,36,93
